FileName,Abstract,RHS,," This paper introduces four classes of rotation invariant orthogonal moments by generalizing four existing moments that use harmonic functions in their radial kernels . Members of these classes share beneficial properties for image representation and pattern recognition like orthogonality and rotation invariance . The kernel sets of these generic harmonic function based moments are complete in the Hilbert space of square integrable continuous complex valued functions . Due to their resemble definition the computation of these kernels maintains the simplicity and numerical stability of existing harmonic function based moments . In addition each member of one of these classes has distinctive properties that depend on the value of a parameter making it more suitable for some particular applications . Comparison with existing orthogonal moments defined based on Jacobi polynomials and eigenfunctions has been carried out and experimental results show the effectiveness of these classes of moments in terms of representation capability and discrimination power . 
"," This paper introduces four classes of rotation invariant orthogonal moments by generalizing four existing moments that use harmonic functions in their radial kernels . Members of these classes share beneficial properties for image representation and pattern recognition like orthogonality and rotation invariance . The kernel sets of these generic harmonic function based moments are complete in the Hilbert space of square integrable continuous complex valued functions . Due to their resemble definition the computation of these kernels maintains the simplicity and numerical stability of existing harmonic function based moments . In addition each member of one of these classes has distinctive properties that depend on the value of a parameter making it more suitable for some particular applications . Comparison with existing orthogonal moments defined based on Jacobi polynomials and eigenfunctions has been carried out and experimental results show the effectiveness of these classes of moments in terms of representation capability and discrimination power . 
"
S0045790615000324," Automated recognition of brain tumors in magnetic resonance images is a difficult procedure owing to the variability and complexity of the location size shape and texture of these lesions . Because of intensity similarities between brain lesions and normal tissues some approaches make use of multi spectral anatomical MRI scans . However the time and cost restrictions for collecting multi spectral MRI scans and some other difficulties necessitate developing an approach that can detect tumor tissues using a single spectral anatomical MRI images . In this paper we present a fully automatic system which is able to detect slices that include tumor and to delineate the tumor area . The experimental results on single contrast mechanism demonstrate the efficacy of our proposed technique in successfully segmenting brain tumor tissues with high accuracy and low computational complexity . Moreover we include a study evaluating the efficacy of statistical features over Gabor wavelet features using several classifiers . This contribution fills the gap in the literature as is the first to compare these sets of features for tumor segmentation applications . 
",A fully automatic system for detection of slices that contain tumor in MR images is presented. A fully automatic system for tumor segmentation using single spectral MR images is presented. A study for evaluating the efficacy of statistical features over Gabor wavelet features is included.,,,
S0045790616300040," Modeling traffic flow and gathering accurate traffic congestion information are two challenging problems in smart transportation systems . Most of the traffic flow models and velocity estimation methodologies that have been proposed so far gather the data from GPS equipped smart phones and extract the flow model based on GPS sampling . However these approaches tend to fail in real life scenarios due to the insufficient vehicle data and unpredictable dynamics of the flow . Furthermore utilization of GPS sensor leads to a battery drainage and hence reduces the overall system performance . In this paper we propose a new battery friendly data acquisition model to obtain the raw data . We then evaluate our model under various traffic conditions to determine its feasibility in vehicle speed estimation . The proposed model results in 88 location accuracy whereas it reduces the battery consumption by half . 
",Evaluate the effectiveness of using cellular positioning techniques along with GPS sensor based data collection via performing experiments on energy consumption and location accuracy for various data acquisition modes where only GPS positioning only cellular positioning and both of the techniques are executed. Our proposed system is designed to be used for average velocity calculation which is an essential parameter in traffic monitoring systems. Therefore we perform experiments to compute the average velocity by extracting location data with the hybrid data acquisition model. We assume average speed measurements obtained from GPS positioning as the ground truth data to assess the performance of our model. Assess the feasibility of cellular positioning in cases where the GPS sensors are not available for location estimation. In this paper we propose a hybrid acquisition model which applies cellular positioning techniques to obtain the raw location data where GPS sensor is not available or battery of a particular smart phone is too low for location lookup.,,,
S0045790615002335," In this paper we address the problem of broadcast routing and scheduling of video streaming for delay sensitive applications in backbone wireless mesh networks . Given a source node and a set of destinations we aim to build a broadcast tree and compute an optimal schedule such that the throughput for the source to broadcast streaming data to all the destinations is maximized . We divide the whole period for video broadcast into identical time frames and prove that maximizing the throughput can be converted into minimizing the length of a time frame . We propose a three step method as a solution . Firstly we build the broadcast tree by defining a new routing metric to select relay nodes . Then we use local search method to adjust the tree structure . Last we propose a greedy method to schedule concurrent transmissions . Simulations have demonstrated that our method can improve the performance significantly compared with existing methods . 
",We formulate the problem as a mixed integer quadratically constrained program. We use a three step method to build a broadcast tree and schedule transmissions. We show the effectiveness of our method by simulation.,,,
S0045790615001500," Progress in the area of environmental sustainability for the mobile computing industry could be achieved by making advancement on two fronts reducing the energy consumed by individual devices throughout their life cycle and reducing the rate at which these devices are discarded . In this work to address both fronts we propose the use of a thin client approach whereby a mobile device relies mainly on the resources at a remote server to carry out application tasks . To assess the benefits of the proposed approach this work develops an analytical model as well as performs an empirical evaluation of performance and energy consumption on Android based smartphones . In terms of energy a reduction of approximately 11 in the average life cycle energy is seen by increasing the device s usage life by even three months through a thin client approach . In terms of performance a thin client device is shown to improve execution by 57 compared to a self reliant device . 
",An analytical model for lifecycle energy consumption of mobile devices is proposed and evaluated. A derivation of the theoretical conditions for energy savings under thin client paradigm. A comparative empirical evaluation of performance and energy consumption of old and new Android based smartphone operating under the thin client paradigm was performed.,,,
S0045782514002291," We consider the extension of the Nitsche method to the case of fluid structure interaction problems on unfitted meshes . We give a stability analysis for the space semi discretized problem and show how this estimate may be used to derive optimal error estimates for smooth solutions irrespectively of the mesh interface intersection . We also discuss different strategies for the time discretization using either fully implicit or explicit coupling schemes . Some numerical examples illustrate the theoretical discussion . 
",Unfitted finite element method for a fluid structure interaction. Proof of stability and accuracy. Different coupling scheme s for time advancement fully coupled or loosely coupled.,,,
S0045790615004152," Various signaling techniques have been considered for I O interconnects at 25 Gb s or higher . However they either suffer from high baud rate as in the case of NRZ or an excess signal to noise ratio penalty as in the case of PAM 4 . To overcome these problems a four phase shifted sinusoid symbol signaling method is proposed that can be readily applied to high speed I O transceivers . By using PSS 4 the SNR penalty can be reduced from PAM 4 our theoretical analysis has revealed that the SNR performance of the PSS 4 is 6.5 dB better than that of PAM 4 with comparable bandwidth . The transistor level simulation results have shown that PSS 4 has an average of twice larger vertical eye opening than PAM 4 . In addition the supply voltage sensitivity of PSS 4 is 55 and 20 less than that of PAM 4 and NRZ respectively and the power consumption of PSS 4 is 13.5 lower than that of PAM 4 . 
",Instead of using amplitude modulation a four phase shifted sinusoid symbol signaling PSS 4 is proposed for high speed I O interconnects from the phase aspect. PSS 4 reduces the signal to noise ratio SNR penalty of 6.5 dB from PAM 4. A novel pre emphasis technique is proposed for PSS 4 to improve the spectral performance.,,,
S0045790616000094,"Due to intra flow and inter flow interference problems the throughput performance decreases dramatically in a multi hop wireless network. These two kinds of bandwidth unfair sharing problems could cause serious collisions and congestion hence affecting the performance of multi hop wireless networks. That is to say data packets that need to traverse more hops to arrive at the destination will get lower throughput and result in the inter flow fairness problem. Furthermore the quality of video transmission is especially poor in traditional multi hop wireless network environments. Therefore in this paper we propose a virtual queue management scheme that does not require the modification of any communication protocol. According to the number of flows it adjusts the queue management scheme to achieve each flow s fair sharing of channel resource. It also improves the quality of video transmission. Through NS2 simulations the results show that our proposed scheme can mitigate the inter flow fairness problem and effectively improves the quality of video transmission. 
",Packets that traverse more hops to the destination will get lower throughput and result in the inter flow fairness issue. We propose a virtual queue management scheme that does not require the modification of any communication protocol. According to the number of flows our scheme adjusts the parameters to achieve each flow s fair sharing of channel resource. Our proposed scheme can mitigate the inter flow fairness problem and effectively improves the quality of video transmission.,,,
S0045790614002109," Compressed sensing recovers a sparse signal from a small set of linear nonadaptive measurements . A sparse signal can be represented by compressed measurements with a reduced number of projections on a set of random vectors . In this paper a multiscale compressed sensing based processing is investigated for an electrocardiogram signal which yields coded measurements . In case of an electrocardiogram signal the coded measurements are expected to retain the clinical information . To achieve this compressed sensing based processing is applied at each wavelet scale and measurements are coded using Huffman coder . The measurements at each scale use random sensing matrix with independent identically distributed entries formed by sampling a Gaussian distribution . The proposed method is evaluated using pathological ECG signals from the CSE database synthetic and normal ECGs . It helps preserve the pathological information and clinical components in compressed signal . The compressed signal quality is evaluated using standard distortion measures and mean opinion score . The MOS values for the signals range from to 8.3 with a wavelet energy based diagnostic distortion value of 9.46 which falls under the excellent category . 
",Multiscale compressive sensing based processing is applied for Electrocardiograms. The wavelet coefficients at different subbands are sparse in nature. Compressed measurements are taken at wavelet scales and measurements are encoded for further compression. Method is evaluated using pathological ECG signals from CSE database synthetic and normal ECGs. Distortion introduced is evaluated by quantitative and qualitative analysis like PRD WEDD RMSE and MOS.,,,
S0045790615003122," Designing a lightweight secure communication protocol for Wireless Sensor Networks remains a challenging issue since sensor networks are resource limited and are left unattended . Sensor nodes in WSNs are subjected to varying forms of attacks . An adversary may destroy or damage the communications done in multi hop WSNs by means of packet dropping and modification . Hence it is essential to have an efficient cryptographic scheme to protect the communications done in WSNs . This study introduces a Reliable Anonymous Secure Packet forwarding scheme that can prevent not only traffic analysis attack but also the attacks done through compromised forwarding nodes . The mechanisms followed here are effective with low computation and communication overhead . The performance of the proposed scheme is evaluated over NS2 with a series of simulation . The simulated results show that the proposed scheme performs better than other comparable schemes . 
",Establishing an optimal communication path for reliable data delivery. Privacy for sensor readings through security service anonymity. Incremental hashing in establishing secure channel. Symmetric key management with key refreshness.,,,
S0045790615002244," The existing clustering algorithms are either static or dynamic depending on the frequency of clustering . In static clustering clusters are formed once which reduces the clustering overhead but leads to early energy drain of a few nodes in the network . The network lifetime can be improved by dynamic clustering in which clusters are reformed after every round which increases the clustering overhead . To optimize the parameters including clustering overhead network lifetime energy hole FND and LND in WSN a hybrid unequal clustering with layering protocol is proposed . The HUCL is a hybrid of static and dynamic clustering approaches . In HUCL the network is divided into layers and clusters of various sizes . The cluster heads are selected based on available energy the distance to the sink and the number of neighbors . Once the cluster is formed the same structure is maintained for a few rounds . The data are forwarded to the sink through a multi hop layer based communication with an in network data compression algorithm . In comparison with the existing protocols the HUCL balances energy and achieves a good distribution of clusters extends the lifetime of the network and avoid the energy hole problem . 
",Low overhead date collection framework for WSN to mitigate the energy hole problem. The clusters formed by this protocol are unequal size clusters. Hybrid of static and dynamic clustering for maximizing lifetime in WSN. In network data compression by cluster heads is proposed.,,,
S0045790615000142," This paper investigates an optimal adaptive rate and power transmission algorithms for Orthogonal Frequency Division Multiplexing based Cognitive Radio systems . The aim was to study the problem of maximizing the overall rate achieved by the Secondary User while keeping the interference powers introduced by the SU on the spectrum band of Primary User s below the specified thresholds and considering the total transmit power budget constraints . In addition the novel suboptimal power allocation algorithm was proposed and consequently the maximum modulation level according to allocated power based on maximizing the overall achievable rate was obtained . The performance of the proposed suboptimal algorithm is compared with the optimal and existing algorithms including uniform loading and water filling algorithms . Numerical results revealed that the proposed suboptimal algorithm had a better performance than the uniform loading and water filling algorithms . 
",Investigate adaptive rate and power allocation in OFDM based Cognitive Radio system. Investigate an optimal adaptive rate and power transmission algorithms. Proposed novel suboptimal algorithm for power allocation. Compare proposed suboptimal algorithm with optimal and conventional algorithms.,,,
S0045790615002980," Variational decomposition has been widely used in image denoising however it can t distinguish texture from noise well . Replacing the fixed parameter in the decomposition with a monotone increasing sequence and iteratively taking the residual of the previous step as the input to decompose we propose a multiscale variational decomposition model in this paper . Unlike the fixed scale decomposition the new model can decompose the input image into a sum of a series of features with different scales . So texture can be distinguished from noise . In addition we prove the nontrivial property and the convergence of this multiscale decomposition and introduce a hybrid iteration algorithm that combines the first order primal dual algorithm with the gradient decent method to numerically solve the multiscale decomposition model . Numerical results validate the effectiveness of the proposed model . Furthermore we apply this multiscale decomposition for image hierarchical restoration . Compared with the classical hierarchical decomposition hierarchical wavelet decomposition and fixed scale decomposition our model has better performance for both synthetic and real images in terms of PSNR and MSSIM . 
",We propose a multiscale variational decomposition model. We apply the proposed model for hierarchical image restoration and reconstruction. We prove the nontrivial property and the convergence of our model. Experimental results verify the correctness of the theoretical analysis.,,,
S0045790615002116," In this paper we present a novel pose and expression invariant approach for 3D face registration based on intrinsic coordinate system characterized by nose tip horizontal nose plane and vertical symmetry plane of the face . It is observed that distance of nose tip from 3D scanner is reduced after pose correction which is presented as a quantifying heuristic for proposed registration scheme . In addition motivated by the fact that a single classifier can not be generally efficient against all face regions a two tier ensemble classifier based 3D face recognition approach is presented which employs Principal Component Analysis for feature extraction and Mahalanobis Cosine matching score for classification of facial regions with weighted Borda Count based combination and a re ranking stage . The performance of proposed approach is corroborated by extensive experiments performed on two databases GavabDB and FRGC v2.0 confirming effectiveness of fusion strategies to improve performance . 
",A 3D face registration and recognition approach is proposed. Pose correction is evaluated through various correction parameters. Face range images are divided into different regions and features are extracted. Ensemble classifier is used to fuse results using features from different regions. Results show mark improvement in registration accuracy and recognition rates.,,,
S0045782516300895," This work evaluates the performance of a NURBS based isogeometric finite element formulation for solving stationary acoustic problems in two dimensions . An initial assessment is made by studying eigenvalue problems for a square and a circular domain . The spectral approximation properties of NURBS functions of varying order are compared to those of conventional polynomials and are found to be superior yielding more accurate representations of eigenvalues as well as eigenmodes . The higher smoothness of NURBS shape functions yields better approximations over an extended frequency range when compared to conventional polynomials . Two numerical case studies including a geometrically complex domain are used to benchmark the method versus the traditional finite element method . A convergence analysis confirms the higher efficiency of the isogeometric method on a per degree of freedom basis . Simulations over a wider frequency range also illustrate that the method suffers less from the dispersion effects that deteriorate the acoustic response towards higher frequencies . The tensor product structure of NURBS however also imposes practical considerations when modelling a complex geometry consisting of multiple patches . 
",The performance of NURBS based IGA for time harmonic acoustics in 2D is studied. NURBS functions exhibit better spectral approximation properties than polynomials. IGA converges faster than conventional FEM on a per DOF basis. IGA suffers less from the pollution effect than conventional FEM. IGA also performs well for complex geometries and impedance boundary conditions.,,,
S0045790615003134," Nonlocal means based denoising is an efficient and simple method for image sequence denoising which has been applied successfully in many image sequence denoising applications . We extend the method for image sequence denoising using Zernike moments called NLM ZMs which provides better denoising performance as compared to NLM based approach . In addition the proposed method is faster because the number of computations needed for block matching and weight computation are significantly reduced . The NLM approach uses the photometric distance between two image patches for determining the similarity distance . In the proposed approach low order ZMs are used for the block matching process resulting in better denoising performance at a much lower computation cost . Detailed experimental results are provided to demonstrate better performance and higher speed of the proposed approach as compared to the NLM approach . The results are also compared with the state of the art NLM based image sequence denoising methods and the denoising results are observed to be competitive with higher speed . 
",Image sequence denoising using NLM and Zernike moments proposed. Significant improvement in image sequence denoising achieved. Denoising results are comparable to state of the art methods with much faster speed. Proposed method is faster by a factor lying between 11 and 12. Better rates of improvement achieved at higher levels of noise.,,,
S0045790615004395,"This study developed a Kinect microphone array based method for the voice based control of humanoid robot exhibitions through speech and speaker recognition. A support vector machine SVM a Gaussian mixture model GMM and dynamic time warping DTW were used for speaker verification speaker identification and speech recognition respectively they were effectively combined for realizing advanced voice based control of humanoid robot exhibitions. Speech recognition capability was enhanced by using the Kinect microphone array and by combining the DTW based recognition decisions associated with all the microphones through a fuzzy control scheme. A humanoid robot with the proposed voice based control can be controlled through voice commands by authenticated users. The robot first verifies the authenticity of the personal operator following which it identifies the operator and validates the command. Subsequently it executes the command if both the user and command are valid. Experimental results demonstrated the effectiveness and accuracy of the proposed method. 
",Kinect microphone array based voice control for operating a robot is proposed. Speech and speaker recognition are effectively combined for fine robot control. Kinect fuzzy DTW with an accurately designed fuzzy controller is proposed.,,,
S0045782516301517," In this work a novel comparative method for highly brittle materials such as aragonite crystals is proposed which provides an efficient and accurate in sight understanding for multi scale fracture modeling . In particular physically motivated molecular dynamics simulations are performed to model quasi static brittle crack propagation on the nano scale and followingly compared to macroscopic modeling of fracture using the phase field modeling technique . A link between the two modeling schemes is later proposed by deriving PFM parameters from the MD atomistic simulations . Thus in this combined approach MD simulations provide a more realistic meaning and physical estimation of the PFM parameters . The proposed computational approach that encompasses mechanics on discrete and continuum levels can assist multi scale modeling and easing for instance the simulation of biological materials and the design of new materials . 
",A link between molecular and continuum models for brittle fracture is proposed. Parameters obtained from the molecular scale are used in the continuum approach. Under this approach the phase field parameters acquire an entirely physical meaning. This approach can assist multi scale modeling of materials.,,,
S0045790614002390," This paper presents a new approach for verifying user identity in pervasive environments using a non intrusive behaviour tracking technique that offers minimum interruption to the user s activities . The technique termed Non intrusive Identity Assertion System uses knowledge of how the user uses the environment s services to infer their identity . The technique monitors user behaviour through identifying certain types of activity without the need for detailed tracking of user behaviour thus minimising intrusion on the user s normal activities . The technique was evaluated using a simulated environment to assess its reliability . Simulation results show that the technique can be applied in various situations such as strict and relaxed security settings by applying different security policies . They also show that the technique is particularly effective where the environment has a mixture of high and low security resources in which case reliability could exceed 99 . 
",A user centric unobtrusive approach for verifying the user s identity is proposed. The approach uses knowledge about the user s behaviour to infer their identity. The approach uses a simple numerical algorithm to assert the user s identity.,,,
S0045790615001809," In a wireless sensor network where sensors are arranged into a flat topology sensors near the sink consume much more energy than sensors at the boundary of the network . Sensors near the sink relay many packets than far away sensors to the sink . After these sensors expire energy holes are created near the sink . Therefore other sensors can not reach to the sink and the network becomes disconnected . In this paper we propose some strategies that can balance energy consumption of the deployed sensors and reduce energy holes from the network by balancing the communication load as equally as possible . We performed extensive experiments on the proposed algorithm using various network scenarios and compared it with other existing algorithms . The experimental results verify the effectiveness and feasibility of the proposed work in terms of network lifetime energy consumption and other important network parameters . 
",Load management strategy for large scale wireless sensor networks. Energy efficient on demand clustering strategy. Load balancing data routing mechanism. Load balancing data routing mechanism reduces energy holes from the network. Experimental results for verifying the effectiveness and feasibility of the proposed work.,,,
S0045790614002353," Widely deployed real time embedded systems can improve the performance of industrial applications but these systems also face the critical challenge of providing high quality security in an unpredictable network environment . We measure the time and energy consumptions of commonly used cryptographic algorithms on a real embedded platform and introduce a method to quantify the security risk of real time applications . We propose a Dynamic Security Risk Management mechanism to manage the aperiodic real time tasks for networked industrial applications . Inspired by the feedback design philosophy DSRM is designed as a two level control mechanism . The upper level component makes efforts to admit or reject the arrival tasks and assigns the reasonable security level for each admitted task . With three proportional feedback controllers at the lower level the security level of each ready task can be adjusted adaptively according to the dynamic environments . Simulation results show the superiority of the proposed mechanism . 
",Introducing security critical applications based on embedded control server systems for industrial networks. Establishing the security aware task security overhead and risk models for aperiodic real time applications. Combining the soft real time and security requirements into a unified framework. Deploying proportional controllers to achieve satisfied fine grained control.,,,
S0045790615002189," This paper presents a new particle swarm optimization algorithm called the PSO IAC algorithm to resolve the goal of reaching with the obstacle avoidance problem for a 6 DOF manipulator of the home service robot . The proposed PSO IAC algorithm integrates the improved adaptive inertia weight and the constriction factor with the standard PSO . Both the free space and obstacle avoidance states are established for evaluations in computer simulations and real time experiments . The performance comparisons of the PSO IAC algorithm with respect to the existing inertia weighted PSO constriction factor based PSO constriction factor and inertia weighted PSO and adaptive inertia weighted PSO algorithms are examined . Simulation results indicate that the PSO IAC algorithm provides the fastest convergence capability . Finally the proposed control scheme can make the manipulator of the home service robot arrive at the goal position with and without obstacles in all real time experiments . 
",A new adaptive PSO method is proposed and verified by simulations and a real robot. Our proposed method has been successful applied to three dimensional obstacle avoidance with manipulator for the home service robot. Both the free space and obstacle avoidance states are established for evaluations in computer simulations and real time experiments. Our PSO IAC algorithm has achieved outstanding performance compared to other methods in these experiments.,,,
S0045790615000300," Face detection is one of the most important parts of biometrics and face analysis science . In this paper a novel multi stage face detection method is proposed which can remarkably detect faces in different images with different illumination conditions variety of poses and disparate sizes . The idea is to utilize a preprocessing step to filter many non face windows by means of a skin segmentation procedure in order to boost the speed of the detection and also utilize the color information as much as possible . Subsequently candidate windows are fed to a Local Hierarchical Pattern generator unit where a new texture pattern is produced . Based on this pattern a kernel probability map is calculated for each window and by summing probabilities of all kernels and comparing it with a predefined threshold decision is made about content of the window . Not only does this algorithm effectively eliminate many non face regions but it is also capable of detecting faces with relatively acceptable rate in different conditions . 
",A multi stage face detection method is proposed using color and texture information. Using skin detection candidate windows are extracted. Candidate windows are verified based on combination of KPM and LHP. Both qualitative and quantitative results confirm the merit of the algorithm.,,,
S0045790615003675," Hierarchical clustering technique is an effectual topology control methodology in Wireless Sensor Networks . This technique is used to increase the life time of the network by reducing the number of transmissions towards the base station . We propose and validate a new routing protocol termed as Sleep awake Energy Efficient Distributed clustering algorithm . We divide the network sensing field into three energy regions because in SEED cluster heads are communicating directly with the base station . The cluster heads of the high energy region are communicating with the base station through a longer distance and paying extra energy cost as compared to the cluster heads of the low energy region . Same application base sensor nodes form sub clusters to decrease the number of transmissions towards the base station . In every round one node from these sub clusters nodes awake and transmit the data and the rest of them sleep to save available resources . We select six criteria to check the performance of our algorithm . The simulation results show that SEED achieves longer network life time and high throughput as compared to the existing clustering protocols . 
",A new energy efficient routing algorithm has been proposed for cluster based wireless sensor networks. SEED achieves O 1 message exchange complexity per sensor node and time complexity for cluster formation is O N for WSN having N sensor nodes. We introduce sub clustering in SEED to decrease the redundant data transmissions towards the base station. The proposed model utilizes sleep awake awareness to save the available power.,,,
S0045790615000233," In this paper we discuss the application of two dimensional linear cellular automata rules with the help of fuzzy heuristic membership function to the problems of edge detection in image processing applications . We proposed an efficient and simple thresholding technique of edge detection based on fuzzy cellular automata transition rules optimized by Particle Swarm Optimization method . Finally we present some results of the proposed linear rules for edge detection to the selected 22 images from the Berkeley Segmentation Dataset and compare with some classical Sobel and Canny results . Also Baddeley Delta Metric is used for the performance index to compare the results . 
",This study is the application of 2D linear cellular automata CA rules with the help of fuzzy membership function to the problems of edge detection. An efficient and simple thresholding technique of edge detection based on CA transition rules optimized by Particle Swarm Optimization method PSO is proposed. Results of the proposed to the selected 22 images from the Berkeley Segmentation Dataset BSDS are presented. Comparison with some classical Sobel and Canny results is included. Baddeley Delta Metric BDM is used for the performance index to compare the results.,,,
S0045790615000580," This paper presents a new medical image enhancement method that adjusts the fractional order according to the dynamic gradient feature of the entire image . The presented method can extract the edges of an image accurately and enhance them while preserving smooth areas and weak textures these improvements can be particularly helpful to doctors diagnoses . The primary contribution of this paper is the Adaptive Fractional Differential Algorithm which uses the improved Otsu algorithm to segment the edges textures and smooth areas of images . This algorithm allows the optimal fractional order of each pixel to be obtained using an adaptive fractional differential function constructed based on the area feature of image . As a result the image can be enhanced adaptively . Experimental results show that for medical images AFDA shows better image enhancement than other methods by making edges clearer and textures richer . 
",We use the improved Otsu algorithm to segment medical images. The function of order v is constructed based on the features of image areas. The fractional differential order of each pixel is obtained by the function. Each pixel of medical image is processed by adaptive fractional differential mask. The edge of medical image is enhanced while the weak texture is preserved.,,,
S0045782516000050," We extend the hierarchical multiscale design framework of Nakshatrala et al . to nonlinear elastodynamics wherein we use topology optimization to design material micro structures to achieve desired energy propagation in nonlinear elastic material systems subjected to impact loading . As in Part I a well posed topology optimization problem is obtained via relaxation to design the macroscale which requires homogenization theory to relate the macroscopic homogenized response to its micro structure and via restriction to design the microscale to obtain a well defined micro structural length scale . It is assumed that the primary wavelengths of interest are much longer than the micro structural length scale and hence the effective properties are computed using the static homogenization theory . An adjoint sensitivity analysis is performed to compute the derivatives of the objective function with respect to the micro structural design parameters and a gradient based optimization algorithm is used to update the design . The numerical implementation of the computationally challenging terminal value adjoint problems is discussed and a structural design example for tailored energy propagation is provided . 
",Adjoint sensitivity analysis for nonlinear elastodynamics. Composite design for desired energy propagation. Multiscale topology optimization.,,,
S0045790616300167,"Energy efficiency EE maximization with limited interference to the primary user PU is one of the primary concerns in cognitive radio networks CRNs . To achieve this objective we first propose an algorithm to select less spatially correlated secondary users SUs to lessen the shadowing effect in wireless environment. Further the aid of parametric transformation with the Lagrangian duality theorem in our proposed algorithm called Novel Iterative Dinkelbach method NIDM is used to optimise both sensing time and transmission power allocation of the SUs for maximising EE under the constraints of maximum transmission power interference to the PU overall outage of secondary transmission and minimum data rate requirement. Extensive simulation results demonstrate the effectiveness of our proposed algorithm. It is also observed that our proposed scheme outperforms the other existing schemes in enhancing the EE with the same system parameters. 
",Less spatial correlated secondary users SUs are selected based on Hungarian method. The joint optimization of sensing time and transmission power of SUs is achieved through Novel Iterative Dinkelbach method NIDM algorithm. The combination of parametric transformation with the Lagrangian duality provides better performance with lesser computational complexity. The proposed method is validated through the simulation results.,,,
S0045782516300287," This work proposes a hybrid modelling technique for efficient analysis of poroelastic materials which are widely used for noise reduction in acoustic problems . By combining the finite element method and the wave based method in a direct manner the proposed hybrid technique maximises the advantages and compensates the drawbacks of both numerical methods . The considered poroelastic domain described by Biot s theory is divided into two groups of domains according to their geometrical characteristics and boundary conditions . The group with complex geometries and or boundary conditions leading to singularities is discretised into a large number of small finite elements . The other group consisting of large geometrically moderate poroelastic domains is partitioned into wave based subdomains where the field variables are expanded with analytical poroelastic wave functions . Both groups modelled by the finite element method and the wave based method respectively are combined in a hybrid framework in this work to ensure their interacting dynamic behaviours . The properties of the hybrid model are investigated and are compared to existing modelling methods for some numerical examples . The proposed direct hybrid modelling technique provides stable predictions and exhibits fast convergence performances for the analysis of poroelastic materials especially when singularities arise in the poroelastic domain . 
",A hybrid modelling technique for efficient analysis of Biot s poroelastic materials. Efficient analysis performance for addressing singularities in poroelastic domain. Domain with singularities and or complex geometry discretised into finite elements. Geometrically moderate domain partitioned into convex wave based subdomains. Direct interface coupling of finite element and wave based poroelastic domains.,,,
S0045790614000688," When wireless sensor networks are deployed in areas inaccessible by human beings security becomes extremely important as they are prone to different types of malicious attacks . We propose a scheme to build a security mechanism in a query processing paradigm within WSNs with clustered architecture . This work aims to preserve the basic security features such as confidentiality and integrity as well as to protect from replay attack in presence of mote class attacker . Considering the limitations of such an attacker the probability of attacking cluster head and member nodes is higher than attacking the base station . Paying attention to this fact in all communication between cluster head and member nodes the key is neither transmitted nor pre deployed . Performance of the scheme is evaluated and compared through qualitative and quantitative analyses results show the present scheme s dominance over the competing schemes . 
",Low overhead secured query processing mechanism in clustered WSN environment. Preserves security features confidentiality integrity and defence against replay attack. Query is sent from base station to cluster heads in encrypted form. The cluster heads register their member nodes by exchanging messages. The cluster heads send aggregated responses to the base station.,,,
S0045790616300350," Due to the limited network bandwidth a noise robust low bit rate compression scheme of Mel frequency cepstral coefficients MFCCs is desired for distributed speech recognition DSR services. In this paper we present an efficient MFCCs compression method based on weighted least squares W LS polynomial approximation through the exploitation of the high correlation across consecutive MFCC frames. Polynomial coefficients are quantized by designing a tree structured vector quantization TSVQ based scheme. Recognition experiments are conducted on the noisy Aurora 2 database under both clean and multi condition training modes. The results show that the proposed W LS encoder slightly exceeds the ETSI advanced front end ETSI AFE baseline system for bit rates ranging from 1400 bps to 1925 bps under clean training mode. However a negligible degradation is observed in case of multi condition training mode around 0.6 and 0.2 at 1400 bps and 1925 bps respectively . Furthermore the obtained performance generally outperforms the ETSI AFE source encoder at 4400 bps under clean training and provides similar performance at 1925 bps under multi condition training. 
",A low bit rate source coding scheme for distributed speech recognition DSR systems is proposed. The algorithm is based on weighted least squares W LS polynomial approximation. The efficiency of the algorithm is tested with the noisy Aurora 2 database for bit rates ranging from 1400 bps to 1925 bps. The obtained results generally outperform the ETSI AFE encoder for clean training and provide similar performance at 1925 bps for multi condition training.,,,
S0045790614003152," Advanced medical diagnosing and research requires precise information which can be obtained from measured electrophysiological data e.g . electroencephalogram and electrocardiograph . However they are often contaminated with noise and a variety of bioelectric signals called artefacts e.g . electromyography . These noise and artefacts which need to be reduced make it difficult to distinguish normal from abnormal physiological activity . Electromagnetic contamination of recorded signals represents a major source of noise in electrophysiology and impairs the use of recordings for research . In this paper we present an effective method for cancelling 50Hz interference using a radial basis function Wiener hybrid filter . One of the main points of this paper is the hybridization of the RBF filter and a Wiener filter to make full use of both merits . The effectiveness and validity of those filters are verified by applying them to ECG and EEG recordings . The results show that the proposed method is able to reduce powerline interference from the noisy ECG and EEG signals more accurately and consistently in comparison to some of the state of the art methods and this method can be efficiently used with very low signal to noise ratios while preserving original signal waveform . 
",A method based on radial basis function and Wiener filter system is proposed for filtering powerline in biomedical recordings. The proposed solution addresses both ECG and EEG recordings. Several simulations have demonstrated the enhancement of the proposed method in comparison to other techniques. The results suggest that clinical information can be maintained. This method provides the best approach for obtaining both more signal reduction and low distortion of the signal results.,,,
